id,coder,pmcid,protocol,include,participants,journal,publisher,pub_year,impact_factor,verbatim,power_calc_type,multiple,version,version_text,power,power_text,alpha,alpha_text,sample_size,sample_size_text,effect_size_type,effect_size_type_other_standardized_text,effect_size_type_other_nonstandardized_text,effect_size_value,effect_size_value_text,stat_test,stat_test_other_regression_text,stat_test_other_nonregression_text,other_info_missing,reproducible,reproducible_text,justification,justification_text,mult_compare,mult_compare_text,anova_within_between,match,match_text,error,error_text,impact,comments_calc,comments_general,effect_size_type_binary,stat_test_binary,all6,all6_binary,reproducible_binary,justification_binary,just_previous,just_pilot,just_convention,just_mcid,just_none,just_ref,just_other
37,EZ/RTT,PMC6948945,No,Include,Human,Journal of Neuroscience,SOC NEUROSCIENCE,2020,6.074,"To detect the effectiveness of sample size for exploring the cue-based expectancy effects on pain, we performed a power analysis for F tests using G*power (a free online software for power analysis; available at http://www.gpower.hhu.de/en.html) and set statistical power at 0.8 with a medium effect size (f = 0.25) and significance level at 0.05 (Cunningham and McCrum-Gardner, 2007). The result showed a minimum sample size of 28 for detecting main effects. As for the power to determine the effects of conditioned expectation on brain responses, the sample size of our study was determined based on the sample sizes of previous studies that similarly aimed to investigate expectancy-based pain modulation using fMRI techniques (Wager et al., 2004, 2011; Atlas et al., 2010; Jensen et al., 2015).",Solves for sample size (often called a priori),No,0,,1,0.8,1,0.05,1,28,f,,,1,0.25,the statistical test is NOT reported,,,"number of groups, correlation between repeared measures, type of test","Yes, but I've had to make some assumptions. (please list the assumptions you made)",one-way repeated measures ANOVA with 3 levels (based on text lated in the article),"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but the researchers use the default option.",Yes,,Unsure (there's not enough information to reasonably code yes or no).,It looks like the sample size calc is performed after the study.,,They do another sample size justification based on similar size samples in other studies.,,1,0,5,0,1,1,0,0,1,0,0,0,0
40,EZ/RTT,PMC8619818,No,Include,Human,nutrients,MDPI,2021,4.546,"The power analysis showed that a minimum of 226 participants was required to achieve a significant outcome (Effect size w: 0.1865710, α err prob: 0.05, Power: 0.80) [38].",Solves for sample size (often called a priori),No,0,,1,0.8,1,0.05,1,226,w,,,1,0.186571,the statistical test is NOT reported,,,degrees of freedom.,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",That they used a Goodness-of-fit test in GPower and that they entered Df = 1 (which doesn't align with the statistical tests they performed),No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Unsure (there's not enough information to reasonably code yes or no).,I can't be fully confident that the calculation I reproduced is what they did.,Unsure (there's not enough information to reasonably code yes or no).,"If the calculation I reproduced is what they did, then they mispowered for only 1 df when that's not the case in their analyses. Also it looks like they did this power calculation after they ran the study, because they had 1129 respondents.",if df = 4 (2 groups x 5 response options) than they require 343 participants instead of the 226 they calculated.,,"Many articles from this journal (Nutrients), I wonder if their author guidelines requires power calcs.",1,0,5,0,1,0,0,0,0,0,1,0,0
43,EZ/RTT,PMC6361694,No,Include,Human,Memory,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2019,1.873,"A minimum number of participants required was determined by an a priori power analysis (GPower; Faul, Edgar Erdfelder, & Buchner, 2007). Because we were looking for a novel interaction effect based on verbal cues, we did not have a clear way to estimate power. As such, we based our power analyses on aligned vs. misaligned pointing error studied in previous literature (Mou & McNamara, 2002) as we expected alignment effects to differ based upon verbal cues. The power analysis indicated each experiment required 40 participants to have 80% power to detect a medium-sized effect between aligned versus misaligned pointing error when employing an alpha of 0.05.",Solves for sample size (often called a priori),No,0,,1,0.8,1,0.05,1,40,No,,,0,NA,the statistical test is NOT reported,,,,No,,"Reference to other study to justify their calculation in general, but not specifically their chosen effect size (e.g., they may not state the effect size)",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,0,0,3,0,0,1,0,0,0,0,0,1,0
44,EZ/RTT,PMC6511341,No,Include,Human,european journal of pediatrics,SPRINGER,2019,2.242,"The sample size was calculated with the G*Power 3.1 software, and the two-tailed t test was applied (Cohen’s d, 0.8; alpha error, 0.05; power, 0.95). The minimum of 61 participants turned out necessary to achieve an acceptable level of significance and power of the study; 93 were involved.",Solves for sample size (often called a priori),No,1,3.1,1,0.95,1,0.05,1,61,d,,,1,0.8,t-test,,,independent or paired,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).","They have a primary outcome that they test in 4 different situation. Thus, they have 4 primary outcomes.",No,Unsure (there's not enough information to reasonably code yes or no).,,Yes,"prim outcome is binomial, but they used a t-test for their power calc",,,,1,1,6,1,0,0,0,0,0,0,1,0,0
46,EZ/RTT,PMC6843247,No,Include,Human,Medicina-Lithuania,MDPI,2019,1.429,"Statistical evaluation was performed with a paired Student’s t-test utilizing an excel spreadsheet. Sample size was determined by maximizing the statistical power. The analysis was performed by using G*Power3.1 software [14]. A difference between the two dependent means (matched pairs) t-test was computed. Input data were the following: α was set at 0.01, 1−β was set at 0.99 and effect size was set as medium at around 0.4. Results were as follows: non-centrality parameter δ = 4.710; Critical t = 2.358; DF = 119; Actual power = 0.990095 and Total sample size = 120.",Solves for sample size (often called a priori),No,1,3.1,1,0.99,1,0.01,1,120,No,,,1,0.4,t-test,,,whether its two tailed,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",see Table 1,No,Yes,see Table 1,Unsure (there's not enough information to reasonably code yes or no).,"I can't reproduce their sample size, but they give all the parameters necessay to reproduce it.",,They have a sample size of 120 eyes from 60 participants. They should be averaging the two eyes from single participants and not treating them as two seperate data points.,,0,1,5,0,0,1,0,0,1,0,0,0,0
47,EZ/RTT,PMC7188889,No,Include,Human,Scientific Reports,NATURE PORTFOLIO,2020,4.011,"A sovereign power calculation was performed for the study endpoint reduction of postoperative greater trochanteric pain syndrome in relation to accuracy of biomechanical restoration. We assumed a reduction of greater trochanteric pain syndrome about 25% if leg length and offset was successfully restored. Based on these considerations, a total sample size of 84 (63/21) with 3 to 1 distribution achieved a power of 80% using a two-tailed t test on a two-sided 5% significance level (GPower 3.1, Düsseldorf, Germany).",Solves for sample size (often called a priori),No,1,3.1,1,0.8,1,0.05,1,84,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,reduction of greater trochanteric pain syndrome about 25%,1,NA,t-test,,,,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,I don't think they ever perform a t-test. It looks like they use mann-whitney U-test and chi-squared.,,,,1,1,6,1,0,0,0,0,0,0,1,0,0
48,EZ/HP,PMC7908801,No,Include,Human,BMC Medical Informatics and Decision Making,BMC,2021,2.317,"By applying Faul et al.’s [41] guideline, a priori analysis was executed in G*Power 3.1 to compute the required sample size for the field study. The recommended samples were N = 146 (f2 = 0.15 [medium effect], α = 0.05, latent constructs = 6) to ensure the power of 0.95 at 5% level of statistical significance. Hence, a total sample of 438 was required to gather data from the three hospitals.",Solves for sample size (often called a priori),No,1,3.1,1,0.95,1,0.05,1,438,f2,,,1,0.15,the statistical test is NOT reported,,,latent constructs = 6 (equivalent to number of predictors = 6),"Yes, but I've had to make some assumptions. (please list the assumptions you made)","Assumed linear multiple regression: Fixed model, R2 deviation from zero","Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",,No,Yes,The power calculation matches a partial least squares structural equation model used as the main analysis in the article.,Yes,"The power calculation is for a linear multiple regression. However, the model fitted is a partial least squares (PLS) structural equation model (SEM). GPower cannot run power calculations for PLS regression models. 
 GPower also cannot do power calculations for SEMs, but the authors have tried to deal with this by doing a power calculation based on a single hospital and then multipling the estimated sample size by the number of hospitals (146 * 3 = 438). However, if a random effects structure is used to incorporate between-hospitals variability (the specifics of the model are unclear from the paper), then this may lead to lower power, and simply multiplying the separate sample sizes may lead to a slighly underpowered study (the degree of underpowering will be greater if the between-hospitals variability is greater)",The exact impact of the error cannot be quantified. But the direction of the error is likely to lead to (slight) underpowering,,,1,0,5,0,1,1,0,0,1,0,0,0,0
52,EZ/RTT,PMC8976556,No,Include,Human,International Journal of General Medicine,DOVE MEDICAL PRESS LTD,2022,2.466,"The sample size was calculated using G-power (version 3.1.9.2). A minimum of 246 participants (82 in each group) was required to detect at least a 20% difference in effect size with a power of 80%, assuming α = 0.05 and an allocation ratio of 1:1:1. Furthermore, 20% more patients (98 patients in each group) were recruited.",Solves for sample size (often called a priori),No,1,3.1.9.2,1,0.8,1,0.05,1,246,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,20% difference,1,NA,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)","That they ran an one-way ANOVA, entered 20% as f = 0.20,",No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,"If I reproduced their analysis correctly, they misentered a 20% difference as an f=0.20.",,,,1,0,5,0,1,0,0,0,0,0,1,0,0
53,EZ/RTT,PMC9041285,No,Include,Human,Current Psychology,SPRINGER,2022,4.297,"n a priori power analysis conducted with the G*Power software (Faul et al., 2009) indicated that we would need 252 participants to detect a medium-sized effect with 95% power",Solves for sample size (often called a priori),No,0,,1,0.95,0,NA,1,252,No,,,0,NA,the statistical test is NOT reported,,,,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",they run several post-hoc Tukey tests.,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,0,0,2,0,0,1,0,0,1,0,0,0,0
55,EZ/RTT,PMC5966773,No,Include,Non-human animal,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,AMER PHYSIOLOGICAL SOC,2018,3.348,"Power analysis for animal experiments. Group sizes were calculated using predicted effect sizes obtained from previous research or preliminary data generated in our laboratory. Power calculations were made using G*Power 3.1 (18). For in vivo two-photon experiments of BBB integrity in WT and hAPP(J20) mice, n = 4 mice/group was determined to be sufficient to provide 0.8 power at α = 0.05 because of the large effect size observed in preliminary data. Similarly, for ex vivo analysis of BBB integrity, n = 5 mice/group was sufficient to provide 0.8 power at α = 0.05. For protein expression analyses, we determined that, given an effect size of 0.6, n = 7 mice/group would be sufficient to provide 0.8 power at α = 0.05.",Solves for sample size (often called a priori),Yes,1,3.1,1,0.8,1,0.05,1,8,No,,,0,NA,the statistical test is NOT reported,,,,No,,"Previously published research,Their own pilot data (that is not published)",,Unsure,"They only report one post-hoc test in Figure 1, but I imagine they performed more than 1.",Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,0,0,3,0,0,1,1,1,0,0,0,0,0
61,EZ/RTT,PMC7352868,No,Include,Non-human animal,cancers,MDPI,2020,6.162,"ample size was calculated using free sample size calculating software G*Power version 3.1.9.2 (Franz, Universitat Kiel, Kiel, Germany). With a power of 85%, 0.05 level of statistical significance, and effect size of 1.0, the sample size for each test was calculated to be 5. Fifteen mice were randomly assigned to one of the three experimental groups. SAS JMP 7.0 software (JMP, Cary, NC, USA) by one-way analysis of variance (one-way ANOVA), followed by Tukey’s multiple-comparisons test, was adopted to perform the statistical analyses.",Solves for sample size (often called a priori),No,1,3.1.9.2,1,0.85,1,0.05,1,15,No,,,1,1,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",that they perofmre a one-way ANOVA with 3 groups,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,I don't think they present a 1way 3 level ANOVA anywhere in the article.,,Their Table 1 has a copy paste error. Their 2 groups align perfectly.,,0,0,4,0,1,0,0,0,0,0,1,0,0
62,EZ/RTT,PMC8392264,No,Include,Human,brain sciences,MDPI,2021,3.332,"The a priori power calculation had estimated a sample of 16 patients per group in order to detect a small effect of training (partial η2 = 0.04), with a statistical power (1 − β) of 0.80, a significance level (α) of 0.05, and a repeated-measures correlation of 0.7 (G*Power 3 software [26]).",Solves for sample size (often called a priori),No,1,3,1,0.8,1,0.05,1,32,Other: Standardized,partial eta squared,,1,0.04,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",within or between-within,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",The report main effects and the interaction of the ANCOVA,"Yes, but the researchers use the default option.",Yes,"They run an ANCOVA, which is identical to the 2x2 ANOVA they power for.",Yes,"They report partial eta squared of 0.04 as a small effect size, when it is much closer to a medium effect size.",they calculated 32 instead of 192 particiapants. (with cohen's recommended option for within-between ANOVA),,the ANOVA option they selected depends on whether they are doing a between-within analysis or not. We might need to recode these ANOVA papers afterwards.,1,0,5,0,1,1,0,0,1,0,0,0,0
63,EZ/RTT,PMC8573873,No,Include,Human,BMC oral health,BMC,2021,1.911,"Sample size calculation was performed using G* Power 3.1.9.4 program (Heinrich Heine, University Düsseldorf, Düsseldorf, Germany). The size was estimated with α of 0.05 and β power of 0.95. The effective size was calculated based on a previous study [16]. The required sample size was 10 samples per group.",Solves for sample size (often called a priori),No,1,3.1.9.4,1,0.95,1,0.05,1,20,No,,,0,NA,the statistical test is NOT reported,,,,No,,Previously published research,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",They run 2 tests.,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,0,0,3,0,0,1,1,0,0,0,0,0,0
65,EZ/RTT,PMC7546488,No,Include,Human,PLOS MEDICINE,PUBLIC LIBRARY SCIENCE,2020,11.048,"G-power V.3.0 (Franz Faul, http://downloads.fyxm.net/G*Power-10787.html) was used to calculate the sample size considering a 5% significance level [35], 80% power, and a 1-tailed test. Recommendation from guidelines suggested 2 to 4 HIV tests per year for individuals at high risk [8,9]. Given the missing rate of 20%, we conservatively estimated 184 recent testers were needed to detect the increase from 1.35 to 2 (standard deviation [SD] 1.61) HIV tests per year [13], and 26 non-recent testers were needed to detect the increase from 0.2 to 1 (SD 0.7) HIV test per year [22]. The sample size of non-recent testers was small and did not support multivariate analysis. As non-recent testers were equally distributed in intervention and control arms, we combined non-recent testers and recent testers in all data analyses. The subgroup variable was included as a confounding factor in all multivariate models.",Solves for sample size (often called a priori),No,1,3,1,0.8,1,0.05,1,147,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,"increase from 1.35 to 2 (standard deviation [SD] 1.61) HIV tests per year [13], and 26 non-recent testers were needed to detect the increase from 0.2 to 1 (SD 0.7) HIV test per year",1,NA,the statistical test is NOT reported,,,,No,,Previously published research; An effect size of interest or minimal clinically improtance difference (MCID),,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",primary outcome demarcated,No,Yes,,Unsure (there's not enough information to reasonably code yes or no).,"no clear effect size given, number of tails, exact number of sample size in power calc, or independent/paired, or the statistical test (assumed a t-test).",,,,1,0,5,0,0,1,1,0,0,1,0,0,0
67,EZ/RTT,PMC6195997,No,Include,Human,BMC Nephrology,BMC,2018,2.289,"Fifty-six participants were required to have 95% power to detect a medium effect (d = 0.50 [33]) in a paired t-test, assuming a 5% significance level (two-tailed; calculated using G*Power [34]). These estimates were based upon results of Su and colleagues [19] who used the same primary outcome (the Self-Efficacy for Managing Chronic Disease 6-Item Scale; SEMCD-6) with a similar population to evaluate a SCT-based intervention. Allowing for approximately 30% attrition, we recruited 78 participants.",Solves for sample size (often called a priori),No,0,,1,0.95,1,0.05,1,56,d,,,1,0.5,t-test,,,,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5""),Reference to other study to justify their calculation in general, but not specifically their chosen effect size (e.g., they may not state the effect size)",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",They have 2 primary outcomes,No,Yes,,Unsure (there's not enough information to reasonably code yes or no).,I get a sample size of 54 rather than 56 when I input the parameters they report.,"Potentially 56 instead of 54 participants. (ie, they calculated 2 extra participants)--very minor.",,,1,1,6,1,0,1,0,0,1,0,0,1,0
68,EZ/RTT,PMC6451216,No,Include,Human,Eye and Vision,BMC,2019,NA,"The sample size was calculated by a software program (G*Power, version 3.1.9.4) recommended by Faul et al. [13] and Bonett and Wright [14]. A sample size of 14 subjects would be enough to detect the difference of the microcirculation in the retina and conjunctiva with a detection power of 0.99. Paired student t-test was used to compare the microvascular parameters in the conjunctiva and retina. Pearson correlation coefficients were used to determine the relationships between the microvascular parameters in the conjunctiva and the retina. All P < 0.05 were regarded as statistically significant.",Solves for sample size (often called a priori),No,1,3.1.9.4,1,0.99,1,0.05,1,14,No,,,0,NA,t-test,,,,No,,No justification or basis is reported,,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",NTA,No,Unsure (there's not enough information to reasonably code yes or no).,"It appears figure 2 ran t-tests, but it's unclear.",Unsure (there's not enough information to reasonably code yes or no).,"they don't report the effect size, so it's hard to tell. But they would have needed Cohens dz >1.1 for their power calculation to make sense.",,,,0,1,4,0,0,0,0,0,0,0,1,0,0
69,EZ/RTT,PMC6587089,No,Include,Human,JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS,JMNI,2019,1.651,"To make proper inferences about the population, sample size estimation was conducted using G*Power software 3.1.9.2 (Neu-Isenburg, Germany) to guarantee proper inferences about the population. One -way ANOVA test was conducted with fixed effects, α error=0.05, actual power (1-β)=0.82, and an effect size (f)=0.51. The test revealed a total sample size of at least 28 children (14 for each group), we recruited up to 32 children (16 children for each group) to account for the possible withdrawal rates.",Solves for sample size (often called a priori),No,1,3.1.9.2,1,0.82,1,0.05,1,28,f,,,1,0.51,ANOVA,,,,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,No,There are only two groups or baseline and endpoints. I don't see where they could have used an ANOVA.,Unsure (there's not enough information to reasonably code yes or no).,I can't reproduce it.,,,,1,1,6,1,0,0,0,0,0,0,1,0,0
70,EZ/RTT,PMC7996667,No,Include,Human,Biology of sport,TERMEDIA PUBLISHING HOUSE LTD,2020,2.202,"Using previous cross-education data in healthy untrained adults [19], we estimated that ten participants in each group would provide at least 80% power (95% confidence interval) to detect 16% cross transfer of strength and 18% transfer of power using a repeated measures design (G*Power 3.1.7 software).",Solves for sample size (often called a priori),No,1,3.1.7,1,0.8,1,0.05,1,20,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,percentage change,1,0.16,the statistical test is NOT reported,,,,No,,Previously published research,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,1,0,5,0,0,1,1,0,0,0,0,0,0
72,EZ/RTT,PMC8362055,No,Include,Human,Clinical Implant Dentistry and Related Research,WILEY,2021,3.396,"At the beginning of the investigation, a sample size calculation was performed based upon the preliminary data of IT, which was considered the primary dependent variable of the current study. Considering that arch operated (maxilla and mandible); area operated (anterior and posterior); implant diameter (narrow, regular, and wide); implant length (short, regular, and long); and osteotomy (SD, and OD) were the independent variables evaluated, the minimum sample size calculated to obtain a statistical test power of 80% and a 5% alpha error within an effect size of 11.75 was 8 implants and an extra increase by 20% to account for potential losses and refusals, approximately 10 implants were required per factor (G*Power 3.1, HHU University, Germany), totaling the need of at least 120 implants.",Solves for sample size (often called a priori),No,1,3.1,1,0.8,1,0.05,1,96,No,,,1,11.75,the statistical test is NOT reported,,,,No,,Their own pilot data (that is not published),,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",Althought the statistical analysis section says they will account for multiple comparisons.,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,0,0,4,0,0,1,0,1,0,0,0,0,0
73,EZ/RTT,PMC8394557,No,Include,Human,Children-Basel,MDPI,2021,2.078,"The sample size was calculated with the assumption of a 15% difference (half of the previously published [10]) in the prevalence of HP infection between the studied group (25% vs 10%), assuming type II error of 20% and type I error of 5%. The minimal numbers of patients and controls were defined as 100 for each group. The minimum sample size was calculated using G*Power software (University of Kiel, Kiel, Germany).",Solves for sample size (often called a priori),No,0,,1,0.8,1,0.05,1,200,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,percentage difference,1,0.15,the statistical test is NOT reported,,,,No,,Previously published research,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,1,0,5,0,0,1,1,0,0,0,0,0,0
74,EZ/RTT,PMC7382321,Yes,Include,Human,BMC HEALTH SERVICES RESEARCH,BMC,2020,2.655,"The number of families per group was determined by a priori power analyses using the commonly accepted power level of .80 and α = .05. A power analysis in G*Power 3.1 [40] was performed for the research question on the overall effectiveness of InConnection in terms of primary and secondary outcomes. A total sample size of n = 138 is sufficient to identify small effects (f = .10) in repeated measures analyses of variance. We estimated the power of the analyses to examine mediation [41] and moderation [42] of intervention effects using R [43]. Our total sample size of n = 150 is sufficient to detect mediation in a model with medium correlations (r = .30), and to detect moderation in a model with β = .25. Analyses to test prediction of intervention effects and to compare youth who nominated a YIM mentor to youth who did not, will be performed using the intervention group only (n = 225). For the regression analyses to test prediction of effectiveness, sample sizes of n = 52–65 are required depending on the number of predictors to find a small effect (f2 = .20) as demonstrated by power analyses in G*Power 3.1 [40]. A sample of n = 228 is required for the t-test comparing youth who found a YIM to youth who did not, to find a medium effect (d = .20). Expectations of effect sizes were based on meta-analyses on the effects of formal [24] and informal [25] mentoring, as well as empirical studies on the effects of YIM in the context of care [27–29].
 
 If the data show a hierarchical structure and require multilevel analyses, we will perform an interim power analysis while recruitment is still active. To estimate power for multilevel analyses, a large number of factors must be estimated, including the means, variances, and covariances for the explanatory variables, the sample sizes at each level and the variances and covariances for the random effects. These values are notoriously difficult to estimate a priori [44]. Therefore, we will use an internal pilot study design to perform an interim power analysis before closing the recruitment phase to determine whether a sufficient sample size has been obtained or whether the recruitment phase should be extended (within the constraints of our project) [45].","Solves for sample size (often called a priori),Solves for effect size (often called sensitivity)",Yes,1,3.1,1,0.8,1,0.05,1,138,f,,,1,0.1,ANOVA,,,"number of measurements, correlation between repeated measures, what type of repeated measures (interaction, fully repeated measures), default option.","Yes, but I've had to make some assumptions. (please list the assumptions you made)","4 measure time points (noted elsewhere in the protocol); within-between or between (can be assumed based on the design), correlation among rep measures (default of 0.5), option (default)",Previously published research,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but the researchers use the default option.",The article is a protocol,,No,,sample of 138 with default option vs. 1092 with Cohen's option. (or f of 0.1 vs f(V) 0.283),"""Expectations of effect sizes were based on meta-analyses on the effects of formal [24] and informal [25] mentoring, as well as empirical studies on the effects of YIM in the context of care [27–29].""",,1,1,6,1,1,1,1,0,0,0,0,0,0
